Dist,Elev
410.3315,1340.731353
410.680754,1340.734114
411.023462,1340.736388
411.238306,1340.722828
411.271373,1340.713689
411.306733,1340.703616
412.16941,1340.597212
413.659926,1340.580685
414.431253,1340.568225
415.658382,1340.573553
416.142092,1340.582322
416.382553,1340.580613
416.509461,1340.599935
416.906249,1340.603626
417.577147,1340.606598
417.861053,1340.605223
418.013264,1340.594306
418.264668,1340.585648
418.568117,1340.580505
419.425974,1340.590891
420.219695,1340.594515
421.014791,1340.588175
422.158575,1340.597927
422.38397,1340.596713
422.861333,1340.59177
422.934438,1340.585843
423.79173,1340.598862
424.728633,1340.585102
425.11612,1340.586554
425.925251,1340.613816
427.378776,1340.646702
427.788559,1340.668237
427.826737,1340.651193
427.96609,1340.644353
428.026461,1340.635042
428.338865,1340.635687
428.435481,1340.63255
429.472062,1340.603968
431.318687,1340.608134
431.593865,1340.612622
431.798602,1340.607264
432.692095,1340.607567
433.495269,1340.616065
433.893154,1340.626546
434.114945,1340.617797
435.985301,1340.627801
437.386236,1340.68195
437.579949,1340.681523
437.656173,1340.673503
437.736403,1340.664784
437.833444,1340.669974
438.080847,1340.672698
438.211297,1340.67182
438.499242,1340.681837
438.971964,1340.677832
439.065519,1340.673348
439.204592,1340.673511
439.420509,1340.678449
439.458733,1340.676249
439.588592,1340.681615
439.919415,1340.67784
440.225994,1340.669692
440.388784,1340.667794
440.711082,1340.661833
441.258811,1340.665862
443.071906,1340.660949
443.625299,1340.672926
444.70235,1340.673009
445.208341,1340.682274
445.416199,1340.680819
445.841252,1340.673475
445.963422,1340.673924
446.046542,1340.67088
446.269544,1340.661204
446.418077,1340.660526
446.875944,1340.663722
447.737983,1340.679482
447.942096,1340.678714
448.199282,1340.686661
448.28914,1340.68694
448.453301,1340.686184
448.705163,1340.680693
449.339797,1340.662307
449.993233,1340.673238
450.800693,1340.678213
451.12558,1340.688693
451.232377,1340.689819
452.107086,1340.673288
452.978712,1340.656402
454.232383,1340.672788
454.640067,1340.678902
454.888337,1340.678728
455.042217,1340.67533
455.114008,1340.675861
455.339945,1340.669989
456.410989,1340.654448
457.87639,1340.660614
458.718488,1340.657826
459.983694,1340.664995
460.389821,1340.675469
460.677304,1340.672054
460.912585,1340.678803
461.143937,1340.674464
461.538618,1340.68171
461.733585,1340.678974
