Ticker,Adj Close
KLBN3,3.920000076293945
KLBN4,3.410000085830688
LAME4,19.98999977111816
LCAM3,17.60000038146973
LEVE3,24.98999977111816
LINX3,30.60000038146973
LIPR3,75.11000061035156
LIQO3,9.9399995803833
LLIS3,20.38999938964844
LOGG3,26.89999961853027
LOGN3,19.70000076293945
LPSB3,8.039999961853027
LREN3,51.70000076293945
LUPA3,1.440000057220459
LUXM4,22.0
MAPT3,65.0
MAPT4,47.0
MDIA3,33.54999923706055
MEND3,50
MEND5,16.89999961853027
MEND6,13.0
MERC3,7.099999904632568
MERC4,12.5
MGEL3,75
MGEL4,7.199999809265137
MGLU3,44.25
MILS3,7.320000171661377
MMAQ3,3.0
MMAQ4,163.8600006103516
MMXM11,0.4799999892711639
MNPR3,7.0
MOAR3,170.0
MOVI3,16.38999938964844
MRFG3,10.4399995803833
MRSA3B,20.0
MRSA5B,9.229999542236328
MRSA6B,15.02000045776367
MRVE3,16.95000076293945
MSPA3,50.0099983215332
MSPA4,51.5
MTIG4,70.0
MTSA3,22.5
MTSA4,19.97999954223633
MULT3,29.36000061035156
MYPK3,18.43000030517578
NAFG3,71.0
NAFG4,70.01000213623047
NATU3,32.02999877929688
NEOE3,21.57999992370605
NORD3,4.920000076293945
NUTR3,45.0
OFSA3,37.83000183105469
OIBR3,1.0
OMGE3,36.68999862670898
OSXB3,3.740000009536743
PARD3,24.1200008392334
PATI10L,23.25
PATI3,21.5
PATI4,25.48999977111816
PCAR3,89.98999786376953
PCAR4,78.04000091552734
PDGR3,5.119999885559082
PEAB3,47.11000061035156
PEAB4,49.0
PETR3,31.70999908447266
PETR4,29.29999923706055
PFRM3,4.070000171661377
PINE4,3.190000057220459
PLAS3,6.789999961853027
PMAM3,26.18000030517578
PMSP11B,2175
PNVL3,535.0999755859375
PNVL4,379.8999938964844
POMO3,3.259999990463257
PSSA3,56.13000106811523
PSVM11,1.740000009536743
PTBL3,4.119999885559082
PTNT4,4.199999809265137
QUAL3,33.79000091552734
RADL3,112.1999969482422
RAIL3,24.02000045776367
RANI3,3.069999933242798
RANI4,3.579999923706055
RAPT3,8.920000076293945
RAPT4,10.5
RCSL3,1.309999942779541
RDNI3,12.85000038146973
RECT12,0.1700000017881393
REDE3,8.100000381469727
RENT3,41.75
RLOG3,21.35000038146973
RNEW4,3.529999971389771
ROMI3,13.80000019073486
RPAD3,5.659999847412109
RPAD5,8.0600004196167
RPAD6,6.389999866485596
RPMG3,5.019999980926514
RSID3,4.03000020980835
RSUL4,112.0100021362305
SANB3,25.01000022888184
SANB4,20.40999984741211
SAPR3,16.82999992370605
SAPR4,18.3700008392334
SBSP3,51.88000106811523
SCAR3,40.0
SGPS3,11.73999977111816
SHUL3,8.571430206298828
SLED1,0.5199999809265137
SLED12,0.2300000041723251
SLED2,0.07000000029802322
SLED3,3.0
SMLS3,35.29999923706055
SNSY3,45
SNSY5,107.3000030517578
SOND3,33.45999908447266
SOND6,34.0
SPRI5,9.300000190734863
SQIA3,17.54000091552734
STBP3,7.199999809265137
SULA3,23.0
SUZB3,36.65000152587891
TAEE3,9.359999656677246
TASA4,4.190000057220459
TCNO4,1.019999980926514
TECN3,2.089999914169312
TEKA4,6.989999771118164
TELB1,2.559999942779541
TELB4,37.79999923706055
TESA3,14.0
TGAR12,0.119999997317791
TGMA3,30.35000038146973
TIET3,2.619999885559082
TIET4,2.390000104904175
TIMP3,13.0
TKNO3,83.21279907226562
TPIS3,1.370000004768372
TRPL3,25.70000076293945
TRPL4,22.10000038146973
TXRX3,3.440000057220459
UGPA3,20.23999977111816
UNIP3,29.68000030517578
UNIP5,28.95000076293945
USIM6,8.0
VALE3,47.0
VIVT4,54.88999938964844
VSPT3,1.5
YDUQ3,39.40000152587891
